地區,大廈名單,個案最後到訪日期,相關個案編號
葵青,美景花園11座,12/07/2022,
葵青,美景花園12座,12/07/2022,
葵青,美景花園5座,12/07/2022,
葵青,海欣花園3座,12/07/2022,
葵青,海欣花園6座,12/07/2022,
葵青,海悅花園3座,12/07/2022,
葵青,荔欣苑荔林閣,12/07/2022,
葵青,荔欣苑荔采閣,12/07/2022,
葵青,荔景邨日景樓,12/07/2022,
葵青,荔景邨樂景樓,12/07/2022,
葵青,荔景紀律部隊宿舍2座,12/07/2022,
葵青,荔景紀律部隊宿舍3座,12/07/2022,
葵青,高盛臺2座,12/07/2022,
葵青,華荔邨喜荔樓,12/07/2022,
葵青,葵芳邨葵泰樓,12/07/2022,
葵青,葵俊苑葵昌閣,12/07/2022,
葵青,葵俊苑葵豐閣,12/07/2022,
葵青,葵涌大廈,12/07/2022,
葵青,葵涌邨旭葵樓,12/07/2022,
葵青,葵涌邨春葵樓,12/07/2022,
葵青,葵涌邨秋葵樓,12/07/2022,
葵青,葵涌邨夏葵樓,12/07/2022,
葵青,葵涌邨逸葵樓,12/07/2022,
葵青,葵涌邨雅葵樓,12/07/2022,
葵青,葵涌邨碧葵樓,12/07/2022,
葵青,葵涌邨綠葵樓,12/07/2022,
葵青,葵盛西邨4座,12/07/2022,
葵青,葵盛西邨8座,12/07/2022,
葵青,葵蓉苑1座,12/07/2022,
葵青,葵蓉苑2座,12/07/2022,
葵青,葵賢苑葵謙閣,12/07/2022,
葵青,葵聯邨聯欣樓,12/07/2022,
葵青,葵馥苑樂葵閣,12/07/2022,
葵青,寧峰苑晴峰閣,12/07/2022,
葵青,綠悠雅苑2座,12/07/2022,
葵青,翠怡花園11座,12/07/2022,
葵青,曉峰園6座,12/07/2022,
葵青,藍澄灣5座,12/07/2022,
葵青,麗瑤邨富瑤樓,12/07/2022,
葵青,灝景灣6座,12/07/2022,
葵青,灝景灣9座,12/07/2022,
葵青,上葵涌村,11/07/2022,
葵青,大王下村,11/07/2022,
葵青,大窩口邨富強樓,11/07/2022,
葵青,石蔭邨仁石樓,11/07/2022,
葵青,石蔭東邨蔭興樓,11/07/2022,
葵青,石籬邨石安樓,11/07/2022,
葵青,石籬邨石俊樓,11/07/2022,
葵青,石籬邨石榮樓,11/07/2022,
葵青,安蔭邨豐蔭樓,11/07/2022,
葵青,和宜合道335號,11/07/2022,
葵青,尚文苑,11/07/2022,
葵青,怡峰苑悅峰閣,11/07/2022,
葵青,怡峰苑豪峰閣,11/07/2022,
葵青,長安邨安潮樓,11/07/2022,
葵青,長安邨安濤樓,11/07/2022,
葵青,長宏邨宏毅樓,11/07/2022,
葵青,長青邨青松樓,11/07/2022,
葵青,長康邨康和樓,11/07/2022,
葵青,長康邨康盛樓,11/07/2022,
葵青,長康邨康華樓,11/07/2022,
葵青,長發邨亮發樓,11/07/2022,
葵青,長發邨敬發樓,11/07/2022,
葵青,長發邨賢發樓,11/07/2022,
葵青,青衣邨宜居樓,11/07/2022,
葵青,青衣邨宜偉樓,11/07/2022,
葵青,青怡花園3座,11/07/2022,
葵青,青怡花園6座,11/07/2022,
葵青,青俊苑俊豪閣,11/07/2022,
葵青,青泰苑誠泰閣,11/07/2022,
葵青,青盛苑,11/07/2022,
葵青,青華苑華璇閣,11/07/2022,
葵青,美涌大廈,11/07/2022,
葵青,悅麗苑麗雲閣,11/07/2022,
葵青,浩景臺5座,11/07/2022,
葵青,海欣花園1座,11/07/2022,
葵青,高盛臺1座,11/07/2022,
葵青,偉景花園2座,11/07/2022,
葵青,華景山莊17座,11/07/2022,
葵青,楓樹窩村,11/07/2022,
葵青,獅子樓,11/07/2022,
葵青,萬成大廈,11/07/2022,
葵青,葵涌邨合葵樓,11/07/2022,
葵青,葵涌邨百葵樓,11/07/2022,
葵青,葵涌邨芊葵樓,11/07/2022,
葵青,葵盛西邨10座,11/07/2022,
葵青,葵盛西邨5座,11/07/2022,
葵青,葵盛東邨盛興樓,11/07/2022,
葵青,葵富大廈,11/07/2022,
葵青,葵樂大廈,11/07/2022,
葵青,葵興邨興國樓,11/07/2022,
葵青,葵聯邨聯悅樓,11/07/2022,
葵青,葵聯邨聯喜樓,11/07/2022,
葵青,寧峰苑潤峰閣,11/07/2022,
葵青,翠怡花園10座,11/07/2022,
葵青,賢麗苑賢光閣,11/07/2022,
葵青,麗祖路57號,11/07/2022,
葵青,灝景灣1座,11/07/2022,
葵青,灝景灣5座,11/07/2022,
葵青,大窩口邨富平樓,10/07/2022,
葵青,大窩口邨富泰樓,10/07/2022,
葵青,大窩口邨富德樓,10/07/2022,
葵青,中葵涌村,10/07/2022,
葵青,月海灣1座,10/07/2022,
葵青,石籬邨石富樓,10/07/2022,
葵青,安蔭邨祥蔭樓,10/07/2022,
葵青,安蔭邨澤蔭樓,10/07/2022,
葵青,宏福花園3座,10/07/2022,
葵青,和記新邨A座,10/07/2022,
葵青,金運工業大廈1座,10/07/2022,
葵青,長宏邨宏文樓,10/07/2022,
葵青,長康邨康平樓,10/07/2022,
葵青,長康邨康泰樓,10/07/2022,
葵青,長發邨青雅苑,10/07/2022,
葵青,青衣已婚警察宿舍B座,10/07/2022,
葵青,青怡花園1座,10/07/2022,
葵青,青泰苑恒泰閣,10/07/2022,
葵青,青華苑華翔閣,10/07/2022,
葵青,青華苑華豐閣,10/07/2022,
葵青,盈翠半島3座,10/07/2022,
葵青,盈翠半島8座,10/07/2022,
葵青,盈翠半島9座,10/07/2022,
葵青,美景花園6座,10/07/2022,
葵青,美景花園9座,10/07/2022,
葵青,浩景臺1座,10/07/2022,
葵青,浩景臺3座,10/07/2022,
葵青,海欣花園5座,10/07/2022,
葵青,海悅花園1座,10/07/2022,
葵青,涌美老屋村,10/07/2022,
葵青,祖堯邨啟敬樓,10/07/2022,
葵青,偉景花園1座,10/07/2022,
葵青,偉景花園3座,10/07/2022,
葵青,偉賢樓,10/07/2022,
葵青,盛境居1座,10/07/2022,
葵青,華荔邨賞荔樓,10/07/2022,
葵青,華景山莊14座,10/07/2022,
葵青,葵芳邨葵健樓,10/07/2022,
葵青,葵星中心B座,10/07/2022,
葵青,葵涌邨映葵樓,10/07/2022,
葵青,葵盛西邨6座,10/07/2022,
葵青,葵盛東邨盛強樓,10/07/2022,
葵青,葵馥苑安葵閣,10/07/2022,
葵青,嘉翠園2座,10/07/2022,
葵青,福蔭大廈,10/07/2022,
葵青,翠怡花園2座,10/07/2022,
葵青,翠怡花園3座,10/07/2022,
葵青,豪勝閣,10/07/2022,
葵青,誼發大廈A座,10/07/2022,
葵青,曉峰園2座,10/07/2022,
葵青,曉峰園3座,10/07/2022,
葵青,藍澄灣6座,10/07/2022,
葵青,麗瑤邨華瑤樓,10/07/2022,
葵青,麗瑤邨樂瑤樓,10/07/2022,
葵青,灝景灣7座,10/07/2022,
葵青,大窩口邨富邦樓,09/07/2022,
葵青,石籬邨石佳樓,09/07/2022,
葵青,石籬邨石廣樓,09/07/2022,
葵青,石籬邨石歡樓,09/07/2022,
葵青,光輝大廈,09/07/2022,
葵青,安蔭邨康蔭樓,09/07/2022,
葵青,宏華大廈,09/07/2022,
葵青,長坑村,09/07/2022,
葵青,長宏邨宏意樓,09/07/2022,
葵青,長康邨康祥樓,09/07/2022,
葵青,長康邨康榮樓,09/07/2022,
葵青,青泰苑俊泰閣,09/07/2022,
葵青,青輝新村,09/07/2022,
葵青,海悅花園2座,09/07/2022,
葵青,海暉中心,09/07/2022,
葵青,祖堯邨啟謙樓,09/07/2022,
葵青,荃灣帝盛酒店,09/07/2022,
葵青,荔欣苑荔影閣,09/07/2022,
葵青,荔景邨風景樓,09/07/2022,
葵青,荔灣花園C座,09/07/2022,
葵青,偉景花園7座,09/07/2022,
葵青,華員邨華信閣,09/07/2022,
葵青,華景山莊18座,09/07/2022,
葵青,華景山莊6座,09/07/2022,
葵青,新屋村,09/07/2022,
葵青,葵芳邨葵歡樓,09/07/2022,
葵青,葵涌廣場2座,09/07/2022,
葵青,葵康苑葵明閣,09/07/2022,
葵青,葵盛東邨盛富樓,09/07/2022,
葵青,葵翠邨碧翠樓,09/07/2022,
葵青,葵聯邨聯逸樓,09/07/2022,
葵青,雍雅軒,09/07/2022,
葵青,寧峰苑庭峰閣,09/07/2022,
葵青,寧峰苑朗峰閣,09/07/2022,
葵青,翠怡花園1座,09/07/2022,
葵青,翠怡花園8座,09/07/2022,
葵青,藍澄灣2座,09/07/2022,
葵青,麗瑤邨貴瑤樓,09/07/2022,
葵青,大窩口邨富安樓,08/07/2022,
葵青,大窩口邨富秀樓,08/07/2022,
葵青,大窩口邨富國樓,08/07/2022,
葵青,大窩口邨富逸樓,08/07/2022,
葵青,永倫800酒店,08/07/2022,
葵青,石籬邨石寧樓,08/07/2022,
葵青,協德大廈,08/07/2022,
葵青,長安邨安海樓,08/07/2022,
葵青,長安邨安湖樓,08/07/2022,
葵青,長亨邨亨怡樓,08/07/2022,
葵青,長亨邨亨業樓,08/07/2022,
葵青,長亨邨亨麗樓,08/07/2022,
葵青,長宏邨宏心樓,08/07/2022,
葵青,青怡花園4座,08/07/2022,
葵青,青泰苑鴻泰閣,08/07/2022,
葵青,青華苑華奐閣,08/07/2022,
葵青,青逸軒1座,08/07/2022,
葵青,保基大樓,08/07/2022,
葵青,信義新村,08/07/2022,
葵青,盈翠半島11座,08/07/2022,
葵青,美景花園8座,08/07/2022,
葵青,海昌大樓,08/07/2022,
葵青,海峰花園6座,08/07/2022,
葵青,祖堯邨啟勉樓,08/07/2022,
葵青,盛境居2座,08/07/2022,
葵青,勝華大廈,08/07/2022,
葵青,華景山莊1座,08/07/2022,
葵青,華逸酒店,08/07/2022,
葵青,瑞景大廈,08/07/2022,
葵青,萬利工業大廈,08/07/2022,
葵青,葵芳邨葵正樓,08/07/2022,
葵青,葵俊苑葵裕閣,08/07/2022,
葵青,葵涌邨芷葵樓,08/07/2022,
葵青,葵涌邨翠葵樓,08/07/2022,
葵青,葵涌邨曉葵樓,08/07/2022,
葵青,葵康苑葵逸閣,08/07/2022,
葵青,葵興邨興樂樓,08/07/2022,
葵青,運芳洋樓,08/07/2022,
葵青,雍雅軒2座,08/07/2022,
葵青,嘉翠園1座,08/07/2022,
葵青,翠瑤苑,08/07/2022,
葵青,銀行大廈,08/07/2022,
葵青,鍾山臺,08/07/2022,
葵青,藍澄灣1座,08/07/2022,
葵青,灝景灣8座,08/07/2022,
葵青,鹽田角村,08/07/2022,
葵青,大窩口邨富賢樓,07/07/2022,
葵青,石籬邨石偉樓,07/07/2022,
葵青,石籬邨石祥樓,07/07/2022,
葵青,安蔭邨盛蔭樓,07/07/2022,
葵青,安蔭邨耀蔭樓,07/07/2022,
葵青,京寶大廈,07/07/2022,
葵青,金石樓,07/07/2022,
葵青,長亨邨亨俊樓,07/07/2022,
葵青,青怡花園2座,07/07/2022,
葵青,盈翠半島10座,07/07/2022,
葵青,美景花園10座,07/07/2022,
葵青,美葵大廈,07/07/2022,
葵青,海峰花園5座,07/07/2022,
葵青,祖堯邨啟真樓,07/07/2022,
葵青,荔景邨安景樓,07/07/2022,
葵青,偉景花園5座,07/07/2022,
葵青,葵涌廣場3座,07/07/2022,
葵青,葵華大廈,07/07/2022,
葵青,雍澄軒酒店,07/07/2022,
葵青,豪華工業大廈,07/07/2022,
葵青,德士古道49號,07/07/2022,
葵青,藍田村,07/07/2022,
葵青,灝景灣11座,07/07/2022,
葵青,九華徑新村,06/07/2022,
葵青,大白田村,06/07/2022,
葵青,大窩口邨富民樓,06/07/2022,
葵青,大窩口邨富靜樓,06/07/2022,
葵青,宏福花園4座,06/07/2022,
葵青,和記新邨B座,06/07/2022,
葵青,長安邨安潤樓,06/07/2022,
葵青,青華苑華碧閣,06/07/2022,
葵青,新葵芳花園E座,06/07/2022,
葵青,瑞景大廈A座,06/07/2022,
葵青,葵芳邨葵信樓,06/07/2022,
葵青,葵芳邨葵德樓,06/07/2022,
葵青,葵芳閣1座,06/07/2022,
葵青,葵芳閣2座,06/07/2022,
葵青,葵星中心A座,06/07/2022,
葵青,葵盛東邨盛安樓,06/07/2022,
葵青,綠悠雅苑3座,06/07/2022,
葵青,翠怡花園7座,06/07/2022,
葵青,曉峰園1座,06/07/2022,
葵青,麗瑤邨榮瑤樓,06/07/2022,
葵青,大窩口邨富貴樓,05/07/2022,
葵青,宜和樓,05/07/2022,
葵青,長亨邨亨翠樓,05/07/2022,
葵青,青衣鄉事會路15號,05/07/2022,
葵青,青泰苑通泰閣,05/07/2022,
葵青,青逸軒2座,05/07/2022,
葵青,盈暉臺1座,05/07/2022,
葵青,盈翠半島2座,05/07/2022,
葵青,華景山莊8座,05/07/2022,
葵青,瑞景大廈B座,05/07/2022,
葵青,葵芳閣3座,05/07/2022,
葵青,葵涌中心,05/07/2022,
葵青,德士古道25號,05/07/2022,
葵青,曉峯豪園C座,05/07/2022,
葵青,灝景灣3座,05/07/2022,
葵青,石蔭邨禮石樓,04/07/2022,
葵青,石籬邨石興樓,04/07/2022,
葵青,守運樓,04/07/2022,
葵青,盈翠半島7座,04/07/2022,
葵青,偉景花園6座,04/07/2022,
葵青,葵翠邨綠翠樓,04/07/2022,
葵青,葵興邨興逸樓,04/07/2022,
葵青,葵寶大廈,04/07/2022,
葵青,翠怡花園5座,04/07/2022,
葵青,石泰樓,03/07/2022,
葵青,安盛大廈,03/07/2022,
葵青,海峰花園3座,03/07/2022,
葵青,荔景臺B座,03/07/2022,
葵青,新葵芳花園A座,03/07/2022,
葵青,新葵興花園B座,03/07/2022,
葵青,葵盛東邨盛逸樓,03/07/2022,
葵青,葵賢苑葵義閣,03/07/2022,
葵青,綠悠雅苑1座,03/07/2022,
葵青,翠怡花園6座,03/07/2022,
葵青,藍澄灣3座,03/07/2022,
葵青,石籬邨石欣樓,02/07/2022,
葵青,名堂大樓,02/07/2022,
葵青,昌偉大廈,02/07/2022,
葵青,長康邨康貴樓,02/07/2022,
葵青,恒景花園,02/07/2022,
葵青,海欣花園2座,02/07/2022,
葵青,華景山莊4座,02/07/2022,
葵青,華豐園,02/07/2022,
葵青,萬成樓,02/07/2022,
葵青,葵盛西邨9座,02/07/2022,
葵青,葵盛東邨盛豐樓,02/07/2022,
葵青,下葵涌村,01/07/2022,
葵青,名德大樓,01/07/2022,
葵青,安蔭邨嘉蔭樓,01/07/2022,
葵青,安蔭邨德蔭樓,01/07/2022,
葵青,芊紅居1座,01/07/2022,
葵青,長安邨安清樓,01/07/2022,
葵青,長發邨俊發樓,01/07/2022,
葵青,盈翠半島6座,01/07/2022,
葵青,珠寶大樓,01/07/2022,
葵青,葵芳邨葵安樓,01/07/2022,
葵青,葵盛東邨盛國樓,01/07/2022,
葵青,葵盛東邨盛樂樓,01/07/2022,
葵青,青衣墟,30/06/2022,
葵青,青俊苑俊軒閣,30/06/2022,
葵青,星星中心,30/06/2022,
葵青,浩景臺4座,30/06/2022,
葵青,荃灣絲麗酒店,30/06/2022,
葵青,華景山莊12座,30/06/2022,
葵青,葵芳邨葵明樓,30/06/2022,
葵青,石籬邨石泰樓,29/06/2022,
葵青,旭逸酒店 . 荃灣,29/06/2022,
葵青,青裕新村,29/06/2022,
葵青,美豐大廈,29/06/2022,
葵青,新葵興花園A座,29/06/2022,
葵青,葵盛東邨盛喜樓,29/06/2022,
葵青,翠怡花園9座,29/06/2022,
葵青,德泰大廈,29/06/2022,
葵青,錦華大廈,29/06/2022,
葵青,寶星中心B座,29/06/2022,
葵青,灝景灣10座,29/06/2022,
觀塘,仁厚大廈,12/07/2022,
觀塘,月華大廈,12/07/2022,
觀塘,牛頭角上邨常泰樓,12/07/2022,
觀塘,牛頭角下邨貴月樓,12/07/2022,
觀塘,牛頭角下邨貴顯樓,12/07/2022,
觀塘,永寧樓,12/07/2022,
觀塘,永輝大樓,12/07/2022,
觀塘,安田邨安健樓,12/07/2022,
觀塘,安泰邨和泰樓,12/07/2022,
觀塘,安泰邨居泰樓,12/07/2022,
觀塘,安泰邨明泰樓,12/07/2022,
觀塘,安泰邨恒泰樓,12/07/2022,
觀塘,安泰邨盛泰樓,12/07/2022,
觀塘,安泰邨景泰樓,12/07/2022,
觀塘,安泰邨智泰樓,12/07/2022,
觀塘,安達邨俊達樓,12/07/2022,
觀塘,安達邨善達樓,12/07/2022,
觀塘,安達邨智達樓,12/07/2022,
觀塘,安達邨誠達樓,12/07/2022,
觀塘,安寧大廈,12/07/2022,
觀塘,利基大廈B座,12/07/2022,
觀塘,秀茂坪邨秀安樓,12/07/2022,
觀塘,秀茂坪邨秀景樓,12/07/2022,
觀塘,秀茂坪邨秀程樓,12/07/2022,
觀塘,秀茂坪邨秀華樓,12/07/2022,
觀塘,秀茂坪邨秀逸樓,12/07/2022,
觀塘,秀茂坪邨秀雅樓,12/07/2022,
觀塘,秀茂坪邨秀義樓,12/07/2022,
觀塘,秀茂坪邨秀緻樓,12/07/2022,
觀塘,秀茂坪邨秀賢樓,12/07/2022,
觀塘,秀茂坪南邨秀好樓,12/07/2022,
觀塘,秀茂坪南邨秀旺樓,12/07/2022,
觀塘,坪石邨藍石樓,12/07/2022,
觀塘,油美苑淑美閣,12/07/2022,
觀塘,油美苑澤美閣,12/07/2022,
觀塘,油美苑濤美閣,12/07/2022,
觀塘,油美苑瀅美閣,12/07/2022,
觀塘,油美苑灝美閣,12/07/2022,
觀塘,油塘邨美塘樓,12/07/2022,
觀塘,油塘邨華塘樓,12/07/2022,
觀塘,油塘邨榮塘樓,12/07/2022,
觀塘,油翠苑泳美閣,12/07/2022,
觀塘,油翠苑漾美閣,12/07/2022,
觀塘,油麗邨康麗樓,12/07/2022,
觀塘,油麗邨逸麗樓,12/07/2022,
觀塘,油麗邨雅麗樓,12/07/2022,
觀塘,金龍園,12/07/2022,
觀塘,茶果嶺村,12/07/2022,
觀塘,財利大樓,12/07/2022,
觀塘,高怡邨高志樓,12/07/2022,
觀塘,高俊苑俊溢閣,12/07/2022,
觀塘,高俊苑俊滿閣,12/07/2022,
觀塘,高翔苑高康閣,12/07/2022,
觀塘,高翔苑高瑞閣,12/07/2022,
觀塘,高翔苑高麒閣,12/07/2022,
觀塘,高翔苑高麟閣,12/07/2022,
觀塘,啟晴邨康晴樓,12/07/2022,
觀塘,啟業邨啟祥樓,12/07/2022,
觀塘,康栢苑欣栢閣,12/07/2022,
觀塘,康栢苑金栢閣,12/07/2022,
觀塘,康栢苑瑞栢閣,12/07/2022,
觀塘,康逸苑康裕閣,12/07/2022,
觀塘,康雅苑桃雅閣,12/07/2022,
觀塘,康瑞苑,12/07/2022,
觀塘,康濤閣A座,12/07/2022,
觀塘,彩盈邨盈順樓,12/07/2022,
觀塘,彩盈邨盈樂樓,12/07/2022,
觀塘,彩福邨彩喜樓,12/07/2022,
觀塘,彩福邨彩歡樓,12/07/2022,
觀塘,彩德邨彩仁樓,12/07/2022,
觀塘,彩德邨彩亮樓,12/07/2022,
觀塘,彩德邨彩俊樓,12/07/2022,
觀塘,彩德邨彩信樓,12/07/2022,
觀塘,彩德邨彩誠樓,12/07/2022,
觀塘,彩興苑彩蕎閣,12/07/2022,
觀塘,得寶花園E座,12/07/2022,
觀塘,淘大花園K座,12/07/2022,
觀塘,淘大花園O座,12/07/2022,
觀塘,祥園,12/07/2022,
觀塘,凱滙2座,12/07/2022,
觀塘,凱滙3座,12/07/2022,
觀塘,華發大樓,12/07/2022,
觀塘,順天邨天池樓,12/07/2022,
觀塘,順天邨天琴樓,12/07/2022,
觀塘,順天邨天衡樓,12/07/2022,
觀塘,順天邨天韻樓,12/07/2022,
觀塘,順安邨安逸樓,12/07/2022,
觀塘,順利邨利明樓,12/07/2022,
觀塘,順利紀律部隊宿舍2座,12/07/2022,
觀塘,順緻苑順成閣,12/07/2022,
觀塘,順緻苑順華閣,12/07/2022,
觀塘,順緻苑順隆閣,12/07/2022,
觀塘,滙景花園13座,12/07/2022,
觀塘,瑞寧樓,12/07/2022,
觀塘,嘉賢居,12/07/2022,
觀塘,翠屏北邨翠柳樓,12/07/2022,
觀塘,翠屏北邨翠梓樓,12/07/2022,
觀塘,翠屏南邨翠杏樓,12/07/2022,
觀塘,翠屏南邨翠杭樓,12/07/2022,
觀塘,翠屏南邨翠櫻樓,12/07/2022,
觀塘,廣田邨廣逸樓,12/07/2022,
觀塘,德田邨德敬樓,12/07/2022,
觀塘,德田邨德瑞樓,12/07/2022,
觀塘,德田邨德義樓,12/07/2022,
觀塘,德田邨德樂樓,12/07/2022,
觀塘,德田邨德禮樓,12/07/2022,
觀塘,德福花園L座,12/07/2022,
觀塘,樂華北邨普華樓,12/07/2022,
觀塘,樂華北邨勤華樓,12/07/2022,
觀塘,樂華北邨寧華樓,12/07/2022,
觀塘,曉光大廈曉明閣,12/07/2022,
觀塘,曉華大廈,12/07/2022,
觀塘,曉麗苑曉和閣,12/07/2022,
觀塘,曉麗苑曉晴閣,12/07/2022,
觀塘,興田邨美田樓,12/07/2022,
觀塘,興田邨恩田樓,12/07/2022,
觀塘,興田邨彩田樓,12/07/2022,
觀塘,藍田邨藍泰樓,12/07/2022,
觀塘,藍田邨藍暉樓,12/07/2022,
觀塘,藍田邨藍碧樓,12/07/2022,
觀塘,藍田邨藍蔚樓,12/07/2022,
觀塘,鯉安苑鯉欣閣,12/07/2022,
觀塘,鯉安苑鯉景閣,12/07/2022,
觀塘,鯉魚門邨鯉興樓,12/07/2022,
觀塘,麗晶花園19座,12/07/2022,
觀塘,麗晶花園1座,12/07/2022,
觀塘,麗晶花園2座,12/07/2022,
觀塘,麗晶花園6座,12/07/2022,
觀塘,麗港城12座,12/07/2022,
觀塘,麗港城14座,12/07/2022,
觀塘,麗港城18座,12/07/2022,
觀塘,麗港城21座,12/07/2022,
觀塘,麗港城26座,12/07/2022,
觀塘,麗港城27座,12/07/2022,
觀塘,麗港城29座,12/07/2022,
觀塘,麗港城30座,12/07/2022,
觀塘,麗港城33座,12/07/2022,
觀塘,麗港城35座,12/07/2022,
觀塘,麗港城4座,12/07/2022,
觀塘,寶達邨達怡樓,12/07/2022,
觀塘,寶達邨達欣樓,12/07/2022,
觀塘,寶達邨達康樓,12/07/2022,
觀塘,寶達邨達顯樓,12/07/2022,
觀塘,觀塘花園大廈燕子樓,12/07/2022,
觀塘,觀塘紀律部隊宿舍2座,12/07/2022,
觀塘,Peninsula East 1座,11/07/2022,
觀塘,牛頭角上邨常康樓,11/07/2022,
觀塘,牛頭角下邨貴華樓,11/07/2022,
觀塘,平田邨平仁樓,11/07/2022,
觀塘,平田邨平旺樓,11/07/2022,
觀塘,平田邨平信樓,11/07/2022,
觀塘,安泰邨勇泰樓,11/07/2022,
觀塘,安基苑基信閣,11/07/2022,
觀塘,安達邨正達樓,11/07/2022,
觀塘,安達邨孝達樓,11/07/2022,
觀塘,安達邨謙達樓,11/07/2022,
觀塘,安達邨禮達樓,11/07/2022,
觀塘,宏光樓,11/07/2022,
觀塘,秀茂坪邨秀和樓,11/07/2022,
觀塘,坪石邨鑽石樓,11/07/2022,
觀塘,油美苑淮美閣,11/07/2022,
觀塘,油塘邨貴塘樓,11/07/2022,
觀塘,油翠苑沃美閣,11/07/2022,
觀塘,油麗邨盈麗樓,11/07/2022,
觀塘,油麗邨翠麗樓,11/07/2022,
觀塘,長安大樓,11/07/2022,
觀塘,高俊苑俊茂閣,11/07/2022,
觀塘,高翔苑高恆閣,11/07/2022,
觀塘,啟田大廈,11/07/2022,
觀塘,啟田邨啟仁樓,11/07/2022,
觀塘,啟泰苑啟勳閣,11/07/2022,
觀塘,啟業邨啟樂樓,11/07/2022,
觀塘,康栢苑松栢閣,11/07/2022,
觀塘,康逸苑康麗閣,11/07/2022,
觀塘,康雅苑杏雅閣,11/07/2022,
觀塘,康麗園D座,11/07/2022,
觀塘,彩盈邨盈安樓,11/07/2022,
觀塘,彩盈邨盈康樓,11/07/2022,
觀塘,彩盈邨盈富樓,11/07/2022,
觀塘,彩德邨彩敬樓,11/07/2022,
觀塘,彩興苑彩薈閣,11/07/2022,
觀塘,得寶花園A座,11/07/2022,
觀塘,淘大花園Q座,11/07/2022,
觀塘,祥和苑和均閣,11/07/2022,
觀塘,祥和苑和通閣,11/07/2022,
觀塘,雲漢邨漢松樓,11/07/2022,
觀塘,順天邨天瑤樓,11/07/2022,
觀塘,順天邨天樂樓,11/07/2022,
觀塘,順天邨天權樓,11/07/2022,
觀塘,順利紀律部隊宿舍4座,11/07/2022,
觀塘,順利紀律部隊宿舍6座,11/07/2022,
觀塘,滙景花園6座,11/07/2022,
觀塘,碧麗苑B座,11/07/2022,
觀塘,翠屏北邨翠柏樓,11/07/2022,
觀塘,翠屏北邨翠榆樓,11/07/2022,
觀塘,德田邨德欣樓,11/07/2022,
觀塘,德田邨德隆樓,11/07/2022,
觀塘,德福花園R座,11/07/2022,
觀塘,德福花園T座,11/07/2022,
觀塘,德福花園U座,11/07/2022,
觀塘,樂華南邨喜華樓,11/07/2022,
觀塘,樂雅苑雅趣閣,11/07/2022,
觀塘,樂雅苑雅靜閣,11/07/2022,
觀塘,曉麗苑曉逸閣,11/07/2022,
觀塘,麗晶花園8座,11/07/2022,
觀塘,麗港城38座,11/07/2022,
觀塘,麗港城3座,11/07/2022,
觀塘,麗港城8座,11/07/2022,
觀塘,寶珮苑寶瑤閣,11/07/2022,
觀塘,寶達邨達喜樓,11/07/2022,
觀塘,寶達邨達富樓,11/07/2022,
觀塘,觀月．樺峯,11/07/2022,
觀塘,觀塘花園大廈玉蓮臺1座,11/07/2022,
觀塘,觀塘花園大廈玉蓮臺4座,11/07/2022,
觀塘,觀塘花園大廈百靈樓,11/07/2022,
觀塘,月威大廈,10/07/2022,
觀塘,牛頭角上邨常逸樓,10/07/2022,
觀塘,平田邨平真樓,10/07/2022,
觀塘,安里西村,10/07/2022,
觀塘,安泰邨豐泰樓,10/07/2022,
觀塘,安基苑基康閣,10/07/2022,
觀塘,安達邨仁達樓,10/07/2022,
觀塘,安達邨愛達樓,10/07/2022,
觀塘,安達邨賢達樓,10/07/2022,
觀塘,利基大廈D座,10/07/2022,
觀塘,宏光樓B座,10/07/2022,
觀塘,秀茂坪邨秀康樓,10/07/2022,
觀塘,秀茂坪邨秀慧樓,10/07/2022,
觀塘,秀茂坪南邨秀德樓,10/07/2022,
觀塘,坪石邨翠石樓,10/07/2022,
觀塘,油美苑潤美閣,10/07/2022,
觀塘,油塘中心8座,10/07/2022,
觀塘,油麗邨秀麗樓,10/07/2022,
觀塘,油麗邨信麗樓,10/07/2022,
觀塘,油麗邨智麗樓,10/07/2022,
觀塘,南洋大樓,10/07/2022,
觀塘,海景大廈,10/07/2022,
觀塘,海傲灣2座,10/07/2022,
觀塘,高翔苑高靜閣,10/07/2022,
觀塘,啟泰苑啟康閣,10/07/2022,
觀塘,啟業邨啟寧樓,10/07/2022,
觀塘,康利苑1座,10/07/2022,
觀塘,康華苑宏康閣,10/07/2022,
觀塘,康華苑怡康閣,10/07/2022,
觀塘,彩福邨彩樂樓,10/07/2022,
觀塘,彩德邨彩賢樓,10/07/2022,
觀塘,彩興路20號,10/07/2022,
觀塘,淘大花園C座,10/07/2022,
觀塘,淘大花園K座,10/07/2022,
觀塘,淘大花園M座,10/07/2022,
觀塘,祥和苑和亨閣,10/07/2022,
觀塘,華峯園,10/07/2022,
觀塘,順天邨天柱樓,10/07/2022,
觀塘,順利邨利恒樓,10/07/2022,
觀塘,順利邨利康樓,10/07/2022,
觀塘,順利邨利祥樓,10/07/2022,
觀塘,順利紀律部隊宿舍8座,10/07/2022,
觀塘,順緻苑順應閣,10/07/2022,
觀塘,滙景花園1座,10/07/2022,
觀塘,滙景花園2座,10/07/2022,
觀塘,滙景花園8座,10/07/2022,
觀塘,滙景花園9座,10/07/2022,
觀塘,裕民中心1座,10/07/2022,
